Data,Rank,Artista,Música,Num_Artistas,Colaboracao
WEEK OF SEPTEMBER 14; 2024,7,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF SEPTEMBER 14; 2024,8,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF SEPTEMBER 14; 2024,9,icaro E Gilmar ; Luan Pereira,Diferentona,2,True
WEEK OF SEPTEMBER 14; 2024,10,MC Cebezinho; MC Tuto; MC Kako; MC LUUKY ; MC Kadu,A Danada Me Ligando,5,True
WEEK OF SEPTEMBER 14; 2024,11,Grelo,De Graca Ou Pagando,1,False
WEEK OF SEPTEMBER 14; 2024,12,Luan Santana,Clone,1,False
WEEK OF SEPTEMBER 14; 2024,13,Lady Gaga ; Bruno Mars,Die With A Smile,2,True
WEEK OF SEPTEMBER 14; 2024,14,Clayton  E  Romario,Aproveita,1,False
WEEK OF SEPTEMBER 14; 2024,15,DJ Duarte; MC Lipivox; DJ Kayo Original; MC Random ; Prime Funk,Ritmada Interestelar,5,True
WEEK OF SEPTEMBER 14; 2024,16,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF SEPTEMBER 14; 2024,17,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF SEPTEMBER 14; 2024,18,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF SEPTEMBER 14; 2024,19,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF SEPTEMBER 14; 2024,20,Mari Fernandez ; Ze Felipe,"Louco, Louco",2,True
WEEK OF SEPTEMBER 14; 2024,21,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF SEPTEMBER 14; 2024,22,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF SEPTEMBER 14; 2024,23,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF SEPTEMBER 14; 2024,24,Matheus ; Kauan,Cronometro,2,True
WEEK OF SEPTEMBER 14; 2024,25,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF SEPTEMBER 7; 2024,1,Mari Fernandez ; Ze Felipe,"Louco, Louco",2,True
WEEK OF SEPTEMBER 7; 2024,2,Jorge E Mateus ; Henrique  E  Juliano,Xonei,2,True
WEEK OF SEPTEMBER 7; 2024,3,Grelo,So Fe,1,False
WEEK OF SEPTEMBER 7; 2024,4,icaro E Gilmar ; Luan Pereira,Diferentona,2,True
WEEK OF SEPTEMBER 7; 2024,5,Kaique  E  Felipe / Luan Pereira,Saveiro,1,False
WEEK OF SEPTEMBER 7; 2024,6,Traia Veia E Luan Pereira,Wi-Fi,1,False
WEEK OF SEPTEMBER 7; 2024,7,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF SEPTEMBER 7; 2024,8,Nattan; Ze Felipe ; O Rei da Batidinha,Patrai,3,True
WEEK OF SEPTEMBER 7; 2024,9,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF SEPTEMBER 7; 2024,10,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF SEPTEMBER 7; 2024,11,Grelo,De Graca Ou Pagando,1,False
WEEK OF SEPTEMBER 7; 2024,12,Clayton  E  Romario,Aproveita,1,False
WEEK OF SEPTEMBER 7; 2024,13,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF SEPTEMBER 7; 2024,14,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF SEPTEMBER 7; 2024,15,Lady Gaga ; Bruno Mars,Die With A Smile,2,True
WEEK OF SEPTEMBER 7; 2024,16,Luan Santana,Clone,1,False
WEEK OF SEPTEMBER 7; 2024,17,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF SEPTEMBER 7; 2024,18,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF SEPTEMBER 7; 2024,19,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF SEPTEMBER 7; 2024,20,Oldilla; MCS Gabb; Tato; Boladin; TrapLaudo; LUUKY ; Bruno MS,Deixa O Cavalo Correr,7,True
WEEK OF SEPTEMBER 7; 2024,21,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF SEPTEMBER 7; 2024,22,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF SEPTEMBER 7; 2024,23,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF SEPTEMBER 7; 2024,24,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF SEPTEMBER 7; 2024,25,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 31; 2024,1,Grelo,So Fe,1,False
WEEK OF AUGUST 31; 2024,2,Jorge E Mateus ; Henrique  E  Juliano,Xonei,2,True
WEEK OF AUGUST 31; 2024,3,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF AUGUST 31; 2024,4,Traia Veia E Luan Pereira,Wi-Fi,1,False
WEEK OF AUGUST 31; 2024,5,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF AUGUST 31; 2024,6,Kaique  E  Felipe / Luan Pereira,Saveiro,1,False
WEEK OF AUGUST 31; 2024,7,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF AUGUST 31; 2024,8,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF AUGUST 31; 2024,9,Grelo,De Graca Ou Pagando,1,False
WEEK OF AUGUST 31; 2024,10,Clayton  E  Romario,Aproveita,1,False
WEEK OF AUGUST 31; 2024,11,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF AUGUST 31; 2024,12,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF AUGUST 31; 2024,13,Lady Gaga ; Bruno Mars,Die With A Smile,2,True
WEEK OF AUGUST 31; 2024,14,Simone Mendes,Mulher Foda,1,False
WEEK OF AUGUST 31; 2024,15,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF AUGUST 31; 2024,16,Mari Fernandez ; Ze Felipe,"Louco, Louco",2,True
WEEK OF AUGUST 31; 2024,17,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF AUGUST 31; 2024,18,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF AUGUST 31; 2024,19,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 31; 2024,20,Simone Mendes,Dois Tristes,1,False
WEEK OF AUGUST 31; 2024,21,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF AUGUST 31; 2024,22,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF AUGUST 31; 2024,23,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF AUGUST 31; 2024,24,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF AUGUST 31; 2024,25,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF AUGUST 24; 2024,1,Grelo,So Fe,1,False
WEEK OF AUGUST 24; 2024,2,Traia Veia E Luan Pereira,Wi-Fi,1,False
WEEK OF AUGUST 24; 2024,3,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF AUGUST 24; 2024,4,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF AUGUST 24; 2024,5,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF AUGUST 24; 2024,6,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF AUGUST 24; 2024,7,Clayton  E  Romario,Aproveita,1,False
WEEK OF AUGUST 24; 2024,8,Kaique  E  Felipe / Luan Pereira,Saveiro,1,False
WEEK OF AUGUST 24; 2024,9,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF AUGUST 24; 2024,10,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF AUGUST 24; 2024,11,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF AUGUST 24; 2024,12,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF AUGUST 24; 2024,13,Guilherme ; Benuto,Chorosa (Ao Vivo),2,True
WEEK OF AUGUST 24; 2024,14,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF AUGUST 24; 2024,15,KayBlack ; Murillo e LT No Beat,Misterios,2,True
WEEK OF AUGUST 24; 2024,16,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF AUGUST 24; 2024,17,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF AUGUST 24; 2024,18,Simone Mendes,Mulher Foda,1,False
WEEK OF AUGUST 24; 2024,19,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF AUGUST 24; 2024,20,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF AUGUST 24; 2024,21,Simone Mendes,Dois Tristes,1,False
WEEK OF AUGUST 24; 2024,22,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 24; 2024,23,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF AUGUST 24; 2024,24,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF AUGUST 24; 2024,25,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF AUGUST 17; 2024,1,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF AUGUST 17; 2024,2,Traia Veia E Luan Pereira,Wi-Fi,1,False
WEEK OF AUGUST 17; 2024,3,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF AUGUST 17; 2024,4,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF AUGUST 17; 2024,5,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF AUGUST 17; 2024,6,Clayton  E  Romario,Aproveita,1,False
WEEK OF AUGUST 17; 2024,7,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF AUGUST 17; 2024,8,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF AUGUST 17; 2024,9,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF AUGUST 17; 2024,10,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF AUGUST 17; 2024,11,Simone Mendes,Mulher Foda,1,False
WEEK OF AUGUST 17; 2024,12,KayBlack ; Murillo e LT No Beat,Misterios,2,True
WEEK OF AUGUST 17; 2024,13,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF AUGUST 17; 2024,14,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF AUGUST 17; 2024,15,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF AUGUST 17; 2024,16,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF AUGUST 17; 2024,17,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF AUGUST 17; 2024,18,Guilherme ; Benuto,Chorosa (Ao Vivo),2,True
WEEK OF AUGUST 17; 2024,19,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF AUGUST 17; 2024,20,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF AUGUST 17; 2024,21,Simone Mendes,Dois Tristes,1,False
WEEK OF AUGUST 17; 2024,22,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF AUGUST 17; 2024,23,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 17; 2024,24,Manu ; Guilherme ; Benuto,Torre Eiffel (Ao Vivo),3,True
WEEK OF AUGUST 17; 2024,25,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF AUGUST 10; 2024,1,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF AUGUST 10; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF AUGUST 10; 2024,3,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF AUGUST 10; 2024,4,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF AUGUST 10; 2024,5,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF AUGUST 10; 2024,6,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF AUGUST 10; 2024,7,Traia Veia E Luan Pereira,Wi-Fi,1,False
WEEK OF AUGUST 10; 2024,8,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF AUGUST 10; 2024,9,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF AUGUST 10; 2024,10,MC LUUKY; MC Ryan SP; DJ Victor; Bolandin 211 ; MC Vine7,Sempre Na Simplicidade,5,True
WEEK OF AUGUST 10; 2024,11,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF AUGUST 10; 2024,12,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF AUGUST 10; 2024,13,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF AUGUST 10; 2024,14,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF AUGUST 10; 2024,15,Simone Mendes,Dois Tristes,1,False
WEEK OF AUGUST 10; 2024,16,Manu ; Guilherme ; Benuto,Torre Eiffel (Ao Vivo),3,True
WEEK OF AUGUST 10; 2024,17,Clayton  E  Romario,Aproveita,1,False
WEEK OF AUGUST 10; 2024,18,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF AUGUST 10; 2024,19,Simone Mendes,Mulher Foda,1,False
WEEK OF AUGUST 10; 2024,20,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF AUGUST 10; 2024,21,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF AUGUST 10; 2024,22,KayBlack ; Murillo e LT No Beat,Misterios,2,True
WEEK OF AUGUST 10; 2024,23,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 10; 2024,24,Ze Neto  E  Cristiano ; Luan Santana,Melacao,2,True
WEEK OF AUGUST 10; 2024,25,Jimin,Who,1,False
WEEK OF AUGUST 3; 2024,1,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF AUGUST 3; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF AUGUST 3; 2024,3,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF AUGUST 3; 2024,4,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF AUGUST 3; 2024,5,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF AUGUST 3; 2024,6,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF AUGUST 3; 2024,7,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF AUGUST 3; 2024,8,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF AUGUST 3; 2024,9,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF AUGUST 3; 2024,10,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF AUGUST 3; 2024,11,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF AUGUST 3; 2024,12,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF AUGUST 3; 2024,13,Simone Mendes,Dois Tristes,1,False
WEEK OF AUGUST 3; 2024,14,MC IG; MC Ryan SP; MC Poze do Rodo ; Oruam,Filha do Deputado,4,True
WEEK OF AUGUST 3; 2024,15,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF AUGUST 3; 2024,16,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF AUGUST 3; 2024,17,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF AUGUST 3; 2024,18,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF AUGUST 3; 2024,19,Clayton  E  Romario,Aproveita,1,False
WEEK OF AUGUST 3; 2024,20,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF AUGUST 3; 2024,21,WIU,Rainha da Finesse,1,False
WEEK OF AUGUST 3; 2024,22,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF AUGUST 3; 2024,23,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF AUGUST 3; 2024,24,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF AUGUST 3; 2024,25,Ze Neto  E  Cristiano ; Luan Santana,Melacao,2,True
WEEK OF JULY 27; 2024,1,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JULY 27; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JULY 27; 2024,3,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF JULY 27; 2024,4,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JULY 27; 2024,5,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JULY 27; 2024,6,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF JULY 27; 2024,7,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF JULY 27; 2024,8,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF JULY 27; 2024,9,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF JULY 27; 2024,10,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JULY 27; 2024,11,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JULY 27; 2024,12,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JULY 27; 2024,13,Simone Mendes,Dois Tristes,1,False
WEEK OF JULY 27; 2024,14,MC IG; MC Ryan SP; MC Poze do Rodo ; Oruam,Filha do Deputado,4,True
WEEK OF JULY 27; 2024,15,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF JULY 27; 2024,16,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF JULY 27; 2024,17,Lauana Prado ; Ze Neto E Cristiano,Sombra Desconhecida,2,True
WEEK OF JULY 27; 2024,18,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF JULY 27; 2024,19,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JULY 27; 2024,20,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JULY 27; 2024,21,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JULY 27; 2024,22,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JULY 27; 2024,23,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude,1,False
WEEK OF JULY 27; 2024,24,Lou Garcia,Nao Fosse Tao Tarde,1,False
WEEK OF JULY 27; 2024,25,Clayton  E  Romario,Aproveita,1,False
WEEK OF JULY 20; 2024,1,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JULY 20; 2024,2,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JULY 20; 2024,3,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JULY 20; 2024,4,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JULY 20; 2024,5,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF JULY 20; 2024,6,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JULY 20; 2024,7,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF JULY 20; 2024,8,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JULY 20; 2024,9,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF JULY 20; 2024,10,Bruno ; Marrone; Ze Felipe; MC Jacare ; Loirin Prod,Desilusao (MTG),5,True
WEEK OF JULY 20; 2024,11,MC IG; MC Ryan SP; MC Poze do Rodo ; Oruam,Filha do Deputado,4,True
WEEK OF JULY 20; 2024,12,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude,1,False
WEEK OF JULY 20; 2024,13,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JULY 20; 2024,14,Gusttavo Lima,Morar Nesse Motel,1,False
WEEK OF JULY 20; 2024,15,Simone Mendes,Dois Tristes,1,False
WEEK OF JULY 20; 2024,16,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF JULY 20; 2024,17,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF JULY 20; 2024,18,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JULY 20; 2024,19,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JULY 20; 2024,20,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
WEEK OF JULY 20; 2024,21,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JULY 20; 2024,22,Gloria Groove,Nosso Primeiro Beijo,1,False
WEEK OF JULY 20; 2024,23,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JULY 20; 2024,24,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF JULY 20; 2024,25,Murilo Huff,Anestesiado,1,False
WEEK OF JULY 13; 2024,1,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JULY 13; 2024,2,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JULY 13; 2024,3,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JULY 13; 2024,4,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF JULY 13; 2024,5,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JULY 13; 2024,6,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JULY 13; 2024,7,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF JULY 13; 2024,8,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JULY 13; 2024,9,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude,1,False
WEEK OF JULY 13; 2024,10,Matheus Fernandes ; Matheus E Kauan,Triplex,2,True
WEEK OF JULY 13; 2024,11,Simone Mendes,Dois Tristes,1,False
WEEK OF JULY 13; 2024,12,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF JULY 13; 2024,13,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JULY 13; 2024,14,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JULY 13; 2024,15,MC IG; MC Ryan SP; MC Poze do Rodo ; Oruam,Filha do Deputado,4,True
WEEK OF JULY 13; 2024,16,Sevdaliza; Pabllo Vittar ; Yseult,Alibi,3,True
WEEK OF JULY 13; 2024,17,Murilo Huff E Gustavo Mioto,Me Caiu Tao Bem,1,False
