Data,Rank,Artista,Música,Num_Artistas,Colaboracao
WEEK OF MAY 4; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MAY 4; 2024,7,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF MAY 4; 2024,8,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF MAY 4; 2024,9,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF MAY 4; 2024,10,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MAY 4; 2024,11,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MAY 4; 2024,12,Taylor Swift Featuring Post Malone,Fortnight,1,False
WEEK OF MAY 4; 2024,13,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF MAY 4; 2024,14,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF MAY 4; 2024,15,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MAY 4; 2024,16,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MAY 4; 2024,17,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MAY 4; 2024,18,Thullio Milionario,Casca De Bala,1,False
WEEK OF MAY 4; 2024,19,Murilo Huff,Anestesiado,1,False
WEEK OF MAY 4; 2024,20,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MAY 4; 2024,21,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MAY 4; 2024,22,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MAY 4; 2024,23,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF MAY 4; 2024,24,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF MAY 4; 2024,25,MC Paulin da Capital; MC Piedro; MC Ryan SP; MC Daniel; DJ WN ; DJ GM,Samba de Malandro,6,True
WEEK OF APRIL 27; 2024,1,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF APRIL 27; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF APRIL 27; 2024,3,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 27; 2024,4,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF APRIL 27; 2024,5,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 27; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 27; 2024,7,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 27; 2024,8,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 27; 2024,9,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF APRIL 27; 2024,10,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 27; 2024,11,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 27; 2024,12,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 27; 2024,13,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 27; 2024,14,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 27; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 27; 2024,16,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 27; 2024,17,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 27; 2024,18,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 27; 2024,19,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 27; 2024,20,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF APRIL 27; 2024,21,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 27; 2024,22,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF APRIL 27; 2024,23,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 27; 2024,24,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 27; 2024,25,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF APRIL 20; 2024,1,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF APRIL 20; 2024,2,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 20; 2024,3,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 20; 2024,4,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 20; 2024,5,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF APRIL 20; 2024,6,Nattan,Amor Na Praia,1,False
WEEK OF APRIL 20; 2024,7,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 20; 2024,8,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 20; 2024,9,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 20; 2024,10,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 20; 2024,11,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 20; 2024,12,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 20; 2024,13,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 20; 2024,14,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 20; 2024,15,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 20; 2024,16,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 20; 2024,17,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 20; 2024,18,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 20; 2024,19,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 20; 2024,20,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 20; 2024,21,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF APRIL 20; 2024,22,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 20; 2024,23,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF APRIL 20; 2024,24,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF APRIL 20; 2024,25,Luan Santana EM Collab Com MC Kevin O Chris,Pega Escandaloso,1,False
WEEK OF APRIL 13; 2024,1,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 13; 2024,2,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 13; 2024,3,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 13; 2024,4,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 13; 2024,5,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 13; 2024,6,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 13; 2024,7,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 13; 2024,8,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 13; 2024,9,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 13; 2024,10,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 13; 2024,11,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 13; 2024,12,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF APRIL 13; 2024,13,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 13; 2024,14,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 13; 2024,15,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 13; 2024,16,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF APRIL 13; 2024,17,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 13; 2024,18,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 13; 2024,19,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 13; 2024,20,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF APRIL 13; 2024,21,Nattan,Amor Na Praia,1,False
WEEK OF APRIL 13; 2024,22,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF APRIL 13; 2024,23,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 13; 2024,24,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF APRIL 13; 2024,25,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF APRIL 6; 2024,1,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 6; 2024,2,Jefferson Moraes,Pessima Hora (In Goiania),1,False
WEEK OF APRIL 6; 2024,3,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 6; 2024,4,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 6; 2024,5,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 6; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 6; 2024,7,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 6; 2024,8,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 6; 2024,9,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 6; 2024,10,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 6; 2024,11,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 6; 2024,12,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 6; 2024,13,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 6; 2024,14,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 6; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 6; 2024,16,Pedro Sampaio,Poc Poc,1,False
WEEK OF APRIL 6; 2024,17,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 6; 2024,18,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 6; 2024,19,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF APRIL 6; 2024,20,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 6; 2024,21,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 6; 2024,22,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF APRIL 6; 2024,23,Gusttavo Lima ; Ana Castela,Canudinho,2,True
WEEK OF APRIL 6; 2024,24,MC IG; MC Kevin; DJ WN Featuring MC PH,"Deus, Por Favor",3,True
WEEK OF APRIL 6; 2024,25,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF MARCH 30; 2024,1,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MARCH 30; 2024,2,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF MARCH 30; 2024,3,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MARCH 30; 2024,4,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MARCH 30; 2024,5,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MARCH 30; 2024,6,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MARCH 30; 2024,7,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MARCH 30; 2024,8,Murilo Huff,Anestesiado,1,False
WEEK OF MARCH 30; 2024,9,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF MARCH 30; 2024,10,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MARCH 30; 2024,11,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF MARCH 30; 2024,12,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MARCH 30; 2024,13,Pedro Sampaio,Poc Poc,1,False
WEEK OF MARCH 30; 2024,14,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MARCH 30; 2024,15,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF MARCH 30; 2024,16,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF MARCH 30; 2024,17,Jefferson Moraes,Pessima Hora (In Goiania),1,False
WEEK OF MARCH 30; 2024,18,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF MARCH 30; 2024,19,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MARCH 30; 2024,20,Gusttavo Lima ; Ana Castela,Canudinho,2,True
WEEK OF MARCH 30; 2024,21,DJ GBR; MC IG; MC Ryan SP; MC PH; MC Davi; MC Luki; MC Don Juan; MC Kadu; Traplaudo; MC GP ; MC GH Do7,Let's Go 4,11,True
WEEK OF MARCH 30; 2024,22,Simone Mendes,Dois Tristes,1,False
WEEK OF MARCH 30; 2024,23,Murilo Huff,A Cerveja Abre Sozinha,1,False
WEEK OF MARCH 30; 2024,24,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF MARCH 30; 2024,25,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF MARCH 23; 2024,1,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MARCH 23; 2024,2,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MARCH 23; 2024,3,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MARCH 23; 2024,4,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MARCH 23; 2024,5,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MARCH 23; 2024,6,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF MARCH 23; 2024,7,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF MARCH 23; 2024,8,Murilo Huff,Anestesiado,1,False
WEEK OF MARCH 23; 2024,9,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MARCH 23; 2024,10,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF MARCH 23; 2024,11,Pedro Sampaio,Poc Poc,1,False
WEEK OF MARCH 23; 2024,12,DJ GBR; MC IG; MC Ryan SP; MC PH; MC Davi; MC Luki; MC Don Juan; MC Kadu; Traplaudo; MC GP ; MC GH Do7,Let's Go 4,11,True
WEEK OF MARCH 23; 2024,13,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF MARCH 23; 2024,14,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MARCH 23; 2024,15,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF MARCH 23; 2024,16,Ariana Grande,We Can't Be Friends (Wait For Your Love),1,False
WEEK OF MARCH 23; 2024,17,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MARCH 23; 2024,18,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MARCH 23; 2024,19,Gusttavo Lima ; Ana Castela,Canudinho,2,True
WEEK OF MARCH 23; 2024,20,Jefferson Moraes,Pessima Hora (In Goiania),1,False
WEEK OF MARCH 23; 2024,21,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MARCH 23; 2024,22,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF MARCH 23; 2024,23,Parangole ; Leo Santana,Perna Bamba,2,True
WEEK OF MARCH 23; 2024,24,Murilo Huff,A Cerveja Abre Sozinha,1,False
WEEK OF MARCH 23; 2024,25,Grupo Menos E Mais ; Matheus Fernandes,Lapada Dela,2,True
WEEK OF MARCH 16; 2024,1,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MARCH 16; 2024,2,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF MARCH 16; 2024,3,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MARCH 16; 2024,4,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MARCH 16; 2024,5,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MARCH 16; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MARCH 16; 2024,7,Pedro Sampaio,Poc Poc,1,False
WEEK OF MARCH 16; 2024,8,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF MARCH 16; 2024,9,DJ GBR; MC IG; MC Ryan SP; MC PH; MC Davi; MC Luki; MC Don Juan; MC Kadu; Traplaudo; MC GP ; MC GH Do7,Let's Go 4,11,True
WEEK OF MARCH 16; 2024,10,Gusttavo Lima ; Ana Castela,Canudinho,2,True
WEEK OF MARCH 16; 2024,11,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF MARCH 16; 2024,12,Parangole ; Leo Santana,Perna Bamba,2,True
WEEK OF MARCH 16; 2024,13,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MARCH 16; 2024,14,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF MARCH 16; 2024,15,Murilo Huff,Anestesiado,1,False
WEEK OF MARCH 16; 2024,16,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MARCH 16; 2024,17,Grupo Menos E Mais ; Matheus Fernandes,Lapada Dela,2,True
WEEK OF MARCH 16; 2024,18,LUDMILLA,Maliciosa,1,False
WEEK OF MARCH 16; 2024,19,DJ WN; MC Hariel; MC Ryan SP; MC Paulin da Capital; MC Lipi; MC Vinny; Gabb MC; MC Kadu; MC Daniel; MC Gh do 7 ; Nog,Ritmista 1.0,11,True
WEEK OF MARCH 16; 2024,20,Ivete Sangalo ; LUDMILLA,Macetando,2,True
WEEK OF MARCH 16; 2024,21,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF MARCH 16; 2024,22,Murilo Huff,A Cerveja Abre Sozinha,1,False
WEEK OF MARCH 16; 2024,23,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MARCH 16; 2024,24,Borges; Veigh ; MC Cabelinho,Loucura,3,True
WEEK OF MARCH 16; 2024,25,Isadora Pompeo,Bencaos Que Nao Tem Fim (Counting My Blessings),1,False
WEEK OF MARCH 9; 2024,1,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF MARCH 9; 2024,2,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MARCH 9; 2024,3,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MARCH 9; 2024,4,Pedro Sampaio,Poc Poc,1,False
WEEK OF MARCH 9; 2024,5,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MARCH 9; 2024,6,DJ GBR; MC IG; MC Ryan SP; MC PH; MC Davi; MC Luki; MC Don Juan; MC Kadu; Traplaudo; MC GP ; MC GH Do7,Let's Go 4,11,True
WEEK OF MARCH 9; 2024,7,Parangole ; Leo Santana,Perna Bamba,2,True
WEEK OF MARCH 9; 2024,8,Gusttavo Lima ; Ana Castela,Canudinho,2,True
WEEK OF MARCH 9; 2024,9,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MARCH 9; 2024,10,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF MARCH 9; 2024,11,Dilsinho ; Ana Castela,Passada de Mao,2,True
WEEK OF MARCH 9; 2024,12,Murilo Huff,Anestesiado,1,False
WEEK OF MARCH 9; 2024,13,Ivete Sangalo ; LUDMILLA,Macetando,2,True
WEEK OF MARCH 9; 2024,14,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MARCH 9; 2024,15,LUDMILLA,Maliciosa,1,False
WEEK OF MARCH 9; 2024,16,Grupo Menos E Mais ; Matheus Fernandes,Lapada Dela,2,True
WEEK OF MARCH 9; 2024,17,Luan ; Ana Castela,Deja Vu,2,True
WEEK OF MARCH 9; 2024,18,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MARCH 9; 2024,19,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF MARCH 9; 2024,20,Gusttavo Lima ; Matheus ; Kauan,Mala Dos Porta Mala,3,True
WEEK OF MARCH 9; 2024,21,DJ WN; MC Hariel; MC Ryan SP; MC Paulin da Capital; MC Lipi; MC Vinny; Gabb MC; MC Kadu; MC Daniel; MC Gh do 7 ; Nog,Ritmista 1.0,11,True
